text,label
下属,"['NA', 'shǔ']"
下属公司,"['NA', 'shǔ', 'NA', 'NA']"
专属,"['NA', 'shǔ']"
交响金属,"['NA', 'NA', 'NA', 'shǔ']"
依属,"['NA', 'shǔ']"
卤属,"['NA', 'shǔ']"
全资附属公司,"['NA', 'NA', 'NA', 'shǔ', 'NA', 'NA']"
安息香属,"['NA', 'NA', 'NA', 'shǔ']"
实属,"['NA', 'shǔ']"
实属不易,"['NA', 'shǔ', 'NA', 'NA']"
客蚤属,"['NA', 'NA', 'shǔ']"
属下,"['shǔ', 'NA']"
属世,"['shǔ', 'NA']"
属于,"['shǔ', 'NA']"
属国,"['shǔ', 'NA']"
属实,"['shǔ', 'NA']"
属性,"['shǔ', 'NA']"
属灵,"['shǔ', 'NA']"
属象,"['shǔ', 'NA']"
巴豆属,"['NA', 'NA', 'shǔ']"
归属,"['NA', 'shǔ']"
归属感,"['NA', 'shǔ', 'NA']"
归属权,"['NA', 'shǔ', 'NA']"
戚属,"['NA', 'shǔ']"
所属,"['NA', 'shǔ']"
春黄菊属,"['NA', 'NA', 'NA', 'shǔ']"
木兰属,"['NA', 'NA', 'shǔ']"
桂木属,"['NA', 'NA', 'shǔ']"
档案属性,"['NA', 'NA', 'shǔ', 'NA']"
梨属,"['NA', 'shǔ']"
棕榈属,"['NA', 'NA', 'shǔ']"
栲属,"['NA', 'shǔ']"
法属波利尼西亚,"['NA', 'shǔ', 'NA', 'NA', 'NA', 'NA', 'NA']"
烈属,"['NA', 'shǔ']"
牵牛属,"['NA', 'NA', 'shǔ']"
独属,"['NA', 'shǔ']"
直属,"['NA', 'shǔ']"
眷属,"['NA', 'shǔ']"
碱土金属,"['NA', 'NA', 'NA', 'shǔ']"
碱性金属,"['NA', 'NA', 'NA', 'shǔ']"
碱金属,"['NA', 'NA', 'shǔ']"
稀土金属,"['NA', 'NA', 'NA', 'shǔ']"
类属词典,"['NA', 'shǔ', 'NA', 'NA']"
类金属,"['NA', 'NA', 'shǔ']"
紫苏属,"['NA', 'NA', 'shǔ']"
紫菜属,"['NA', 'NA', 'shǔ']"
纯属,"['NA', 'shǔ']"
终成眷属,"['NA', 'NA', 'NA', 'shǔ']"
统属,"['NA', 'shǔ']"
美属维尔京群岛,"['NA', 'shǔ', 'NA', 'NA', 'NA', 'NA', 'NA']"
胡椒属,"['NA', 'NA', 'shǔ']"
臣属,"['NA', 'shǔ']"
芸薹属,"['NA', 'NA', 'shǔ']"
英属哥伦比亚,"['NA', 'shǔ', 'NA', 'NA', 'NA', 'NA']"
英属维尔京群岛,"['NA', 'shǔ', 'NA', 'NA', 'NA', 'NA', 'NA']"
葱属,"['NA', 'shǔ']"
属意,"['zhǔ', 'NA']"
属文,"['zhǔ', 'NA']"
下岗,"['NA', 'gǎng']"
串岗,"['NA', 'gǎng']"
卧龙岗,"['NA', 'NA', 'gǎng']"
土岗,"['NA', 'gǎng']"
岗位,"['gǎng', 'NA']"
岗哨,"['gǎng', 'NA']"
岗巴,"['gǎng', 'NA']"
岗巴县,"['gǎng', 'NA', 'NA']"
岗楼,"['gǎng', 'NA']"
换岗,"['NA', 'gǎng']"
明岗暗哨,"['NA', 'gǎng', 'NA', 'NA']"
爱岗敬业,"['NA', 'gǎng', 'NA', 'NA']"
站岗,"['NA', 'gǎng']"
脱岗,"['NA', 'gǎng']"
萝岗,"['NA', 'gǎng']"
设岗,"['NA', 'gǎng']"
返岗,"['NA', 'gǎng']"
门岗,"['NA', 'gǎng']"
顶岗,"['NA', 'gǎng']"
鹤岗,"['NA', 'gǎng']"
花岗岩,"['NA', 'gāng', 'NA']"
下巴颏,"['NA', 'NA', 'kē']"
下旋,"['NA', 'xuán']"
主旋律,"['NA', 'xuán', 'NA']"
凯旋,"['NA', 'xuán']"
凯旋门,"['NA', 'xuán', 'NA']"
反气旋,"['NA', 'NA', 'xuán']"
周旋,"['NA', 'xuán']"
回旋,"['NA', 'xuán']"
回旋加速器,"['NA', 'xuán', 'NA', 'NA', 'NA']"
斡旋,"['NA', 'xuán']"
旋光,"['xuán', 'NA']"
旋前肌,"['xuán', 'NA', 'NA']"
旋即,"['xuán', 'NA']"
旋回,"['xuán', 'NA']"
旋子,"['xuán', 'NA']"
旋律,"['xuán', 'NA']"
旋梯,"['xuán', 'NA']"
旋流,"['xuán', 'NA']"
旋渊,"['xuán', 'NA']"
旋筒,"['xuán', 'NA']"
旋翼,"['xuán', 'NA']"
旋舞,"['xuán', 'NA']"
旋花科,"['xuán', 'NA', 'NA']"
旋覆花,"['xuán', 'NA', 'NA']"
旋踵,"['xuán', 'NA']"
旋钮,"['xuán', 'NA']"
旋闸,"['xuán', 'NA']"
气旋,"['NA', 'xuán']"
油旋,"['NA', 'xuán']"
盘旋,"['NA', 'xuán']"
祸不旋踵,"['NA', 'NA', 'xuán', 'NA']"
蜗旋,"['NA', 'xuán']"
螺旋,"['NA', 'xuán']"
螺旋千斤顶,"['NA', 'xuán', 'NA', 'NA', 'NA']"
螺旋形,"['NA', 'xuán', 'NA']"
螺旋桨,"['NA', 'xuán', 'NA']"
螺旋粉,"['NA', 'xuán', 'NA']"
螺旋藻,"['NA', 'xuán', 'NA']"
螺旋钳,"['NA', 'xuán', 'NA']"
螺旋面,"['NA', 'xuán', 'NA']"
旋工,"['xuàn', 'NA']"
旋床,"['xuàn', 'NA']"
旋木,"['xuàn', 'NA']"
下槛,"['NA', 'kǎn']"
云窗雾槛,"['NA', 'NA', 'NA', 'kǎn']"
轩槛,"['NA', 'jiàn']"
阑槛,"['NA', 'jiàn']"
下死劲,"['NA', 'NA', 'jìn']"
不对劲,"['NA', 'NA', 'jìn']"
不对劲儿,"['NA', 'NA', 'jìn', 'NA']"
使劲,"['NA', 'jìn']"
使劲儿,"['NA', 'jìn', 'NA']"
努劲儿,"['NA', 'jìn', 'NA']"
劲儿,"['jìn', 'NA']"
劲力,"['jìn', 'NA']"
加劲,"['NA', 'jìn']"
加劲儿,"['NA', 'jìn', 'NA']"
对劲,"['NA', 'jìn']"
对劲儿,"['NA', 'jìn', 'NA']"
崭劲,"['NA', 'jìn']"
带劲,"['NA', 'jìn']"
心劲,"['NA', 'jìn']"
愣劲儿,"['NA', 'jìn', 'NA']"
死劲,"['NA', 'jìn']"
死劲儿,"['NA', 'jìn', 'NA']"
泄劲,"['NA', 'jìn']"
犟劲,"['NA', 'jìn']"
犟劲儿,"['NA', 'jìn', 'NA']"
犯劲,"['NA', 'jìn']"
猛劲儿,"['NA', 'jìn', 'NA']"
疾风知劲草,"['NA', 'NA', 'NA', 'jìn', 'NA']"
苍劲,"['NA', 'jìn']"
费劲,"['NA', 'jìn']"
刚劲,"['NA', 'jìng']"
劲吹,"['jìng', 'NA']"
劲射,"['jìng', 'NA']"
劲峭,"['jìng', 'NA']"
劲急,"['jìng', 'NA']"
劲拔,"['jìng', 'NA']"
劲挺,"['jìng', 'NA']"
劲敌,"['jìng', 'NA']"
劲旅,"['jìng', 'NA']"
下议院议员,"['NA', 'NA', 'NA', 'NA', 'yuán']"
专员,"['NA', 'yuán']"
专门人员,"['NA', 'NA', 'NA', 'yuán']"
业务员,"['NA', 'NA', 'yuán']"
主管人员,"['NA', 'NA', 'NA', 'yuán']"
交易员,"['NA', 'NA', 'yuán']"
人员,"['NA', 'yuán']"
众议员,"['NA', 'NA', 'yuán']"
伤员,"['NA', 'yuán']"
伤残人员,"['NA', 'NA', 'NA', 'yuán']"
伤病员,"['NA', 'NA', 'yuán']"
使领官员,"['NA', 'NA', 'NA', 'yuán']"
侦察员,"['NA', 'NA', 'yuán']"
保安人员,"['NA', 'NA', 'NA', 'yuán']"
保管员,"['NA', 'NA', 'yuán']"
冗员,"['NA', 'yuán']"
出纳员,"['NA', 'NA', 'yuán']"
击球员,"['NA', 'NA', 'yuán']"
副驾驶员,"['NA', 'NA', 'NA', 'yuán']"
动员,"['NA', 'yuán']"
勤务员,"['NA', 'NA', 'yuán']"
医务人员,"['NA', 'NA', 'NA', 'yuán']"
医护人员,"['NA', 'NA', 'NA', 'yuán']"
协管员,"['NA', 'NA', 'yuán']"
卫生官员,"['NA', 'NA', 'NA', 'yuán']"
口译员,"['NA', 'NA', 'yuán']"
司售人员,"['NA', 'NA', 'NA', 'yuán']"
司法人员,"['NA', 'NA', 'NA', 'yuán']"
司线员,"['NA', 'NA', 'yuán']"
员外,"['yuán', 'NA']"
员山,"['yuán', 'NA']"
员山乡,"['yuán', 'NA', 'NA']"
员工,"['yuán', 'NA']"
员林,"['yuán', 'NA']"
员林镇,"['yuán', 'NA', 'NA']"
员警,"['yuán', 'NA']"
售票员,"['NA', 'NA', 'yuán']"
售货员,"['NA', 'NA', 'yuán']"
党员,"['NA', 'yuán']"
团员,"['NA', 'yuán']"
图书管理员,"['NA', 'NA', 'NA', 'NA', 'yuán']"
图书馆员,"['NA', 'NA', 'NA', 'yuán']"
复员,"['NA', 'yuán']"
女店员,"['NA', 'NA', 'yuán']"
女警员,"['NA', 'NA', 'yuán']"
全员,"['NA', 'yuán']"
公务人员,"['NA', 'NA', 'NA', 'yuán']"
公务员,"['NA', 'NA', 'yuán']"
公安官员,"['NA', 'NA', 'NA', 'yuán']"
公职人员,"['NA', 'NA', 'NA', 'yuán']"
学员,"['NA', 'yuán']"
宇航员,"['NA', 'NA', 'yuán']"
守门员,"['NA', 'NA', 'yuán']"
官员,"['NA', 'yuán']"
定员,"['NA', 'yuán']"
审判员,"['NA', 'NA', 'yuán']"
审计员,"['NA', 'NA', 'yuán']"
导航员,"['NA', 'NA', 'yuán']"
共产党员,"['NA', 'NA', 'NA', 'yuán']"
兵员,"['NA', 'yuán']"
幅员,"['NA', 'yuán']"
店员,"['NA', 'yuán']"
引导员,"['NA', 'NA', 'yuán']"
总动员,"['NA', 'NA', 'yuán']"
情报官员,"['NA', 'NA', 'NA', 'yuán']"
成员,"['NA', 'yuán']"
成员国,"['NA', 'yuán', 'NA']"
投递员,"['NA', 'NA', 'yuán']"
报务员,"['NA', 'NA', 'yuán']"
报告员,"['NA', 'NA', 'yuán']"
押运员,"['NA', 'NA', 'yuán']"
探员,"['NA', 'yuán']"
探雷人员,"['NA', 'NA', 'NA', 'yuán']"
接线员,"['NA', 'NA', 'yuán']"
推销员,"['NA', 'NA', 'yuán']"
播报员,"['NA', 'NA', 'yuán']"
播音员,"['NA', 'NA', 'yuán']"
收报员,"['NA', 'NA', 'yuán']"
收票员,"['NA', 'NA', 'yuán']"
政府官员,"['NA', 'NA', 'NA', 'yuán']"
救护人员,"['NA', 'NA', 'NA', 'yuán']"
文员,"['NA', 'yuán']"
替身演员,"['NA', 'NA', 'NA', 'yuán']"
杂技演员,"['NA', 'NA', 'NA', 'yuán']"
殡仪员,"['NA', 'NA', 'yuán']"
气像人员,"['NA', 'NA', 'NA', 'yuán']"
洋员,"['NA', 'yuán']"
海员,"['NA', 'yuán']"
海关官员,"['NA', 'NA', 'NA', 'yuán']"
消防员,"['NA', 'NA', 'yuán']"
消防队员,"['NA', 'NA', 'NA', 'yuán']"
满员,"['NA', 'yuán']"
演员,"['NA', 'yuán']"
演员阵容,"['NA', 'yuán', 'NA', 'NA']"
演艺人员,"['NA', 'NA', 'NA', 'yuán']"
潜水员,"['NA', 'NA', 'yuán']"
炊事员,"['NA', 'NA', 'yuán']"
特技演员,"['NA', 'NA', 'NA', 'yuán']"
球员,"['NA', 'yuán']"
生员,"['NA', 'yuán']"
电影演员,"['NA', 'NA', 'NA', 'yuán']"
病员,"['NA', 'yuán']"
登记员,"['NA', 'NA', 'yuán']"
社员,"['NA', 'yuán']"
神职人员,"['NA', 'NA', 'NA', 'yuán']"
科技人员,"['NA', 'NA', 'NA', 'yuán']"
程序员,"['NA', 'NA', 'yuán']"
程式管理员,"['NA', 'NA', 'NA', 'NA', 'yuán']"
突击队员,"['NA', 'NA', 'NA', 'yuán']"
站员,"['NA', 'yuán']"
管理员,"['NA', 'NA', 'yuán']"
簿记管理员,"['NA', 'NA', 'NA', 'NA', 'yuán']"
统计员,"['NA', 'NA', 'yuán']"
网管员,"['NA', 'NA', 'yuán']"
职业运动员,"['NA', 'NA', 'NA', 'NA', 'yuán']"
职员,"['NA', 'yuán']"
航天员,"['NA', 'NA', 'yuán']"
船员,"['NA', 'yuán']"
营业员,"['NA', 'NA', 'yuán']"
裁判员,"['NA', 'NA', 'yuán']"
裁员,"['NA', 'yuán']"
装配员,"['NA', 'NA', 'yuán']"
议员,"['NA', 'yuán']"
记帐员,"['NA', 'NA', 'yuán']"
记录员,"['NA', 'NA', 'yuán']"
访员,"['NA', 'yuán']"
译员,"['NA', 'yuán']"
试飞员,"['NA', 'NA', 'yuán']"
话务员,"['NA', 'NA', 'yuán']"
谘询员,"['NA', 'NA', 'yuán']"
起诉员,"['NA', 'NA', 'yuán']"
起造员,"['NA', 'NA', 'yuán']"
辅导员,"['NA', 'NA', 'yuán']"
运动员,"['NA', 'NA', 'yuán']"
运货员,"['NA', 'NA', 'yuán']"
速记员,"['NA', 'NA', 'yuán']"
邮递员,"['NA', 'NA', 'yuán']"
队员,"['NA', 'yuán']"
陪审员,"['NA', 'NA', 'yuán']"
随员,"['NA', 'yuán']"
雇员,"['NA', 'yuán']"
下调,"['NA', 'diào']"
主调,"['NA', 'diào']"
低调,"['NA', 'diào']"
借调,"['NA', 'diào']"
升调,"['NA', 'diào']"
变调,"['NA', 'diào']"
咏叹调,"['NA', 'NA', 'diào']"
唱反调,"['NA', 'NA', 'diào']"
唱高调,"['NA', 'NA', 'diào']"
唱高调儿,"['NA', 'NA', 'diào', 'NA']"
商调,"['NA', 'diào']"
基调,"['NA', 'diào']"
声调,"['NA', 'diào']"
声调轮廓,"['NA', 'diào', 'NA', 'NA']"
失调,"['NA', 'diào']"
字调,"['NA', 'diào']"
定调,"['NA', 'diào']"
定调子,"['NA', 'diào', 'NA']"
宫调,"['NA', 'diào']"
对调,"['NA', 'diào']"
小调,"['NA', 'diào']"
岔调,"['NA', 'diào']"
带调,"['NA', 'diào']"
异国情调,"['NA', 'NA', 'NA', 'diào']"
徽调,"['NA', 'diào']"
情调,"['NA', 'diào']"
抽调,"['NA', 'diào']"
搭调,"['NA', 'diào']"
旧调子,"['NA', 'diào', 'NA']"
暖调,"['NA', 'diào']"
步调,"['NA', 'diào']"
步调一致,"['NA', 'diào', 'NA', 'NA']"
民调,"['NA', 'diào']"
油腔滑调,"['NA', 'NA', 'NA', 'diào']"
洋腔洋调,"['NA', 'NA', 'NA', 'diào']"
滥调,"['NA', 'diào']"
笔调,"['NA', 'diào']"
细调,"['NA', 'diào']"
腔调,"['NA', 'diào']"
请调,"['NA', 'diào']"
调值,"['diào', 'NA']"
调动,"['diào', 'NA']"
调包,"['diào', 'NA']"
调升,"['diào', 'NA']"
调变,"['diào', 'NA']"
调入,"['diào', 'NA']"
调子,"['diào', 'NA']"
调兵山,"['diào', 'NA', 'NA']"
调式,"['diào', 'NA']"
调律,"['diào', 'NA']"
调拨,"['diào', 'NA']"
调换,"['diào', 'NA']"
调档,"['diào', 'NA']"
调用,"['diào', 'NA']"
调职,"['diào', 'NA']"
调赴,"['diào', 'NA']"
调迁,"['diào', 'NA']"
调遣,"['diào', 'NA']"
调配,"['diào', 'NA']"
调门,"['diào', 'NA']"
调门儿,"['diào', 'NA', 'NA']"
不协调,"['NA', 'NA', 'tiáo']"
协调,"['NA', 'tiáo']"
协调世界时,"['NA', 'tiáo', 'NA', 'NA', 'NA']"
协调人,"['NA', 'tiáo', 'NA']"
射频调谐器,"['NA', 'NA', 'tiáo', 'NA', 'NA']"
微调,"['NA', 'tiáo']"
招聘协调人,"['NA', 'NA', 'NA', 'tiáo', 'NA']"
浮力调整装置,"['NA', 'NA', 'tiáo', 'NA', 'NA', 'NA']"
烹调,"['NA', 'tiáo']"
特调,"['NA', 'tiáo']"
琴瑟不调,"['NA', 'NA', 'NA', 'tiáo']"
睡眠失调,"['NA', 'NA', 'NA', 'tiáo']"
联调联试,"['NA', 'tiáo', 'NA', 'NA']"
认知失调,"['NA', 'NA', 'NA', 'tiáo']"
调三窝四,"['tiáo', 'NA', 'NA', 'NA']"
调侃,"['tiáo', 'NA']"
调停,"['tiáo', 'NA']"
调停者,"['tiáo', 'NA', 'NA']"
调准,"['tiáo', 'NA']"
调制,"['tiáo', 'NA']"
调制波,"['tiáo', 'NA', 'NA']"
调剂,"['tiáo', 'NA']"
调匀,"['tiáo', 'NA']"
调协,"['tiáo', 'NA']"
调味,"['tiáo', 'NA']"
调味剂,"['tiáo', 'NA', 'NA']"
调味品,"['tiáo', 'NA', 'NA']"
调味料,"['tiáo', 'NA', 'NA']"
调味汁,"['tiáo', 'NA', 'NA']"
调味肉汁,"['tiáo', 'NA', 'NA', 'NA']"
调唆,"['tiáo', 'NA']"
调嘴,"['tiáo', 'NA']"
调嘴学舌,"['tiáo', 'NA', 'NA', 'NA']"
调养,"['tiáo', 'NA']"
调情,"['tiáo', 'NA']"
调控,"['tiáo', 'NA']"
调摄,"['tiáo', 'NA']"
调整,"['tiáo', 'NA']"
调料,"['tiáo', 'NA']"
调焦,"['tiáo', 'NA']"
调理,"['tiáo', 'NA']"
调皮,"['tiáo', 'NA']"
调笑,"['tiáo', 'NA']"
调羹,"['tiáo', 'NA']"
调药刀,"['tiáo', 'NA', 'NA']"
调训,"['tiáo', 'NA']"
调试,"['tiáo', 'NA']"
调谐,"['tiáo', 'NA']"
调谑,"['tiáo', 'NA']"
调资,"['tiáo', 'NA']"
下陆,"['NA', 'lù']"
内陆,"['NA', 'lù']"
内陆国,"['NA', 'lù', 'NA']"
内陆河,"['NA', 'lù', 'NA']"
光怪陆离,"['NA', 'NA', 'lù', 'NA']"
北洋陆军,"['NA', 'NA', 'lù', 'NA']"
双陆棋,"['NA', 'lù', 'NA']"
奥斯陆,"['NA', 'NA', 'lù']"
安陆,"['NA', 'lù']"
平陆,"['NA', 'lù']"
平陆县,"['NA', 'lù', 'NA']"
斑驳陆离,"['NA', 'NA', 'lù', 'NA']"
水陆,"['NA', 'lù']"
水陆两用,"['NA', 'lù', 'NA', 'NA']"
水陆师,"['NA', 'lù', 'NA']"
海军陆战队,"['NA', 'NA', 'lù', 'NA', 'NA']"
海陆,"['NA', 'lù']"
海陆军,"['NA', 'lù', 'NA']"
海陆煲,"['NA', 'lù', 'NA']"
登陆,"['NA', 'lù']"
登陆月球,"['NA', 'lù', 'NA', 'NA']"
登陆舰,"['NA', 'lù', 'NA']"
陆丰,"['lù', 'NA']"
陆军,"['lù', 'NA']"
陆克文,"['lù', 'NA', 'NA']"
陆均松,"['lù', 'NA', 'NA']"
陆坡,"['lù', 'NA']"
陆基,"['lù', 'NA']"
陆川,"['lù', 'NA']"
陆川县,"['lù', 'NA', 'NA']"
陆征祥,"['lù', 'NA', 'NA']"
陆探微,"['lù', 'NA', 'NA']"
陆架,"['lù', 'NA']"
陆河,"['lù', 'NA']"
陆河县,"['lù', 'NA', 'NA']"
陆游,"['lù', 'NA']"
陆生,"['lù', 'NA']"
陆续,"['lù', 'NA']"
陆羽,"['lù', 'NA']"
陆良,"['lù', 'NA']"
陆良县,"['lù', 'NA', 'NA']"
陆荣廷,"['lù', 'NA', 'NA']"
陆西星,"['lù', 'NA', 'NA']"
陆路,"['lù', 'NA']"
下颌,"['NA', 'hé']"
下颌下腺,"['NA', 'hé', 'NA', 'NA']"
下颔骨,"['NA', 'NA', 'gǔ']"
主心骨,"['NA', 'NA', 'gǔ']"
伤筋动骨,"['NA', 'NA', 'NA', 'gǔ']"
伤筋断骨,"['NA', 'NA', 'NA', 'gǔ']"
傲骨,"['NA', 'gǔ']"
刻骨,"['NA', 'gǔ']"
刻骨铭心,"['NA', 'gǔ', 'NA', 'NA']"
听小骨,"['NA', 'NA', 'gǔ']"
听骨,"['NA', 'gǔ']"
听骨链,"['NA', 'gǔ', 'NA']"
坐骨,"['NA', 'gǔ']"
外骨骼,"['NA', 'gǔ', 'NA']"
多米诺骨牌,"['NA', 'NA', 'NA', 'gǔ', 'NA']"
小儿软骨病,"['NA', 'NA', 'NA', 'gǔ', 'NA']"
尸骨,"['NA', 'gǔ']"
尻骨,"['NA', 'gǔ']"
彻骨,"['NA', 'gǔ']"
恨之入骨,"['NA', 'NA', 'NA', 'gǔ']"
情逾骨肉,"['NA', 'NA', 'gǔ', 'NA']"
成骨,"['NA', 'gǔ']"
掌骨,"['NA', 'gǔ']"
接骨木,"['NA', 'gǔ', 'NA']"
枕骨,"['NA', 'gǔ']"
柔情侠骨,"['NA', 'NA', 'NA', 'gǔ']"
桡骨,"['NA', 'gǔ']"
毛骨悚然,"['NA', 'gǔ', 'NA', 'NA']"
氟骨病,"['NA', 'gǔ', 'NA']"
犁骨,"['NA', 'gǔ']"
生死肉骨,"['NA', 'NA', 'NA', 'gǔ']"
甲骨,"['NA', 'gǔ']"
甲骨文,"['NA', 'gǔ', 'NA']"
甲骨文字,"['NA', 'gǔ', 'NA', 'NA']"
瘦骨嶙峋,"['NA', 'gǔ', 'NA', 'NA']"
白骨,"['NA', 'gǔ']"
白骨顶,"['NA', 'gǔ', 'NA']"
硬骨鱼,"['NA', 'gǔ', 'NA']"
砧骨,"['NA', 'gǔ']"
稀松骨质,"['NA', 'NA', 'gǔ', 'NA']"
筋骨,"['NA', 'gǔ']"
筛骨,"['NA', 'gǔ']"
砭骨,"['NA', 'gǔ']"
粉身碎骨,"['NA', 'NA', 'NA', 'gǔ']"
细胞骨架,"['NA', 'NA', 'gǔ', 'NA']"
耻骨,"['NA', 'gǔ']"
股骨,"['NA', 'gǔ']"
肩胛骨,"['NA', 'NA', 'gǔ']"
肱骨,"['NA', 'gǔ']"
胫骨,"['NA', 'gǔ']"
胯骨,"['NA', 'gǔ']"
胸骨,"['NA', 'gǔ']"
脱胎换骨,"['NA', 'NA', 'NA', 'gǔ']"
脱骨换胎,"['NA', 'gǔ', 'NA', 'NA']"
花骨朵,"['NA', 'gǔ', 'NA']"
荐骨,"['NA', 'gǔ']"
腓骨,"['NA', 'gǔ']"
蝶骨,"['NA', 'gǔ']"
踝骨,"['NA', 'gǔ']"
身子骨,"['NA', 'NA', 'gǔ']"
软骨,"['NA', 'gǔ']"
软骨病,"['NA', 'gǔ', 'NA']"
软骨鱼,"['NA', 'gǔ', 'NA']"
软骨鱼类,"['NA', 'gǔ', 'NA', 'NA']"
连骨肉,"['NA', 'gǔ', 'NA']"
铭心刻骨,"['NA', 'NA', 'NA', 'gǔ']"
铭心镂骨,"['NA', 'NA', 'NA', 'gǔ']"
锁骨,"['NA', 'gǔ']"
锤骨,"['NA', 'gǔ']"
锤骨柄,"['NA', 'gǔ', 'NA']"
镌心铭骨,"['NA', 'NA', 'NA', 'gǔ']"
镌骨铭心,"['NA', 'gǔ', 'NA', 'NA']"
镫骨,"['NA', 'gǔ']"
顶骨,"['NA', 'gǔ']"
额骨,"['NA', 'gǔ']"
颞骨,"['NA', 'gǔ']"
颧骨,"['NA', 'gǔ']"
颅骨,"['NA', 'gǔ']"
风骨,"['NA', 'gǔ']"
骨刻,"['gǔ', 'NA']"
骨力,"['gǔ', 'NA']"
骨器,"['gǔ', 'NA']"
骨坛,"['gǔ', 'NA']"
骨子,"['gǔ', 'NA']"
骨感,"['gǔ', 'NA']"
骨料,"['gǔ', 'NA']"
骨朵,"['gǔ', 'NA']"
骨架,"['gǔ', 'NA']"
骨气,"['gǔ', 'NA']"
骨法,"['gǔ', 'NA']"
骨灰,"['gǔ', 'NA']"
骨灰盒,"['gǔ', 'NA', 'NA']"
骨炭,"['gǔ', 'NA']"
骨烬,"['gǔ', 'NA']"
骨牌,"['gǔ', 'NA']"
骨瓷,"['gǔ', 'NA']"
骨病,"['gǔ', 'NA']"
骨瘤,"['gǔ', 'NA']"
骨瘦如柴,"['gǔ', 'NA', 'NA', 'NA']"
骨瘦如豺,"['gǔ', 'NA', 'NA', 'NA']"
骨盆,"['gǔ', 'NA']"
骨科,"['gǔ', 'NA']"
骨立,"['gǔ', 'NA']"
骨粉,"['gǔ', 'NA']"
骨肉,"['gǔ', 'NA']"
黑骨胧东,"['NA', 'gu', 'NA', 'NA']"
不予,"['NA', 'yú']"
寄予,"['NA', 'yú']"
予人口实,"['yǔ', 'NA', 'NA', 'NA']"
予以,"['yǔ', 'NA']"
予以照顾,"['yǔ', 'NA', 'NA', 'NA']"
准予,"['NA', 'yǔ']"
宰予,"['NA', 'yǔ']"
宰予昼寝,"['NA', 'yǔ', 'NA', 'NA']"
寄予厚望,"['NA', 'yǔ', 'NA', 'NA']"
授予,"['NA', 'yǔ']"
不亦乐乎,"['NA', 'NA', 'lè', 'NA']"
乐业,"['lè', 'NA']"
乐业县,"['lè', 'NA', 'NA']"
乐东,"['lè', 'NA']"
乐东县,"['lè', 'NA', 'NA']"
乐东黎族自治县,"['lè', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
乐之,"['lè', 'NA']"
乐事,"['lè', 'NA']"
乐于,"['lè', 'NA']"
乐于助人,"['lè', 'NA', 'NA', 'NA']"
乐儿,"['lè', 'NA']"
乐园,"['lè', 'NA']"
乐天,"['lè', 'NA']"
乐天知命,"['lè', 'NA', 'NA', 'NA']"
乐子,"['lè', 'NA']"
乐安,"['lè', 'NA']"
乐安县,"['lè', 'NA', 'NA']"
乐山,"['lè', 'NA']"
乐平,"['lè', 'NA']"
乐开花,"['lè', 'NA', 'NA']"
乐意,"['lè', 'NA']"
乐捐,"['lè', 'NA']"
乐昌,"['lè', 'NA']"
乐昌之镜,"['lè', 'NA', 'NA', 'NA']"
乐极生悲,"['lè', 'NA', 'NA', 'NA']"
乐此不疲,"['lè', 'NA', 'NA', 'NA']"
乐浪郡,"['lè', 'NA', 'NA']"
乐滋滋,"['lè', 'NA', 'NA']"
乐羊羊,"['lè', 'NA', 'NA']"
乐至,"['lè', 'NA']"
乐至县,"['lè', 'NA', 'NA']"
乐蒂,"['lè', 'NA']"
乐蜀,"['lè', 'NA']"
乐购,"['lè', 'NA']"
乐透,"['lè', 'NA']"
乐道,"['lè', 'NA']"
乐陵,"['lè', 'NA']"
乐高,"['lè', 'NA']"
享乐,"['NA', 'lè']"
享乐主义,"['NA', 'lè', 'NA', 'NA']"
享乐主义者,"['NA', 'lè', 'NA', 'NA', 'NA']"
利乐包,"['NA', 'lè', 'NA']"
博乐,"['NA', 'lè']"
取乐,"['NA', 'lè']"
喜乐,"['NA', 'lè']"
喜怒哀乐,"['NA', 'NA', 'NA', 'lè']"
圣诞快乐,"['NA', 'NA', 'NA', 'lè']"
天伦之乐,"['NA', 'NA', 'NA', 'lè']"
娱乐,"['NA', 'lè']"
娱乐界,"['NA', 'lè', 'NA']"
安乐,"['NA', 'lè']"
安乐死,"['NA', 'lè', 'NA']"
安乐窝,"['NA', 'lè', 'NA']"
安居乐业,"['NA', 'NA', 'lè', 'NA']"
安贫乐道,"['NA', 'NA', 'lè', 'NA']"
宴乐,"['NA', 'lè']"
平乐,"['NA', 'lè']"
平乐县,"['NA', 'lè', 'NA']"
幸灾乐祸,"['NA', 'NA', 'lè', 'NA']"
康乐,"['NA', 'lè']"
康乐县,"['NA', 'lè', 'NA']"
养乐多,"['NA', 'lè', 'NA']"
快乐,"['NA', 'lè']"
快乐幸福,"['NA', 'lè', 'NA', 'NA']"
性乐,"['NA', 'lè']"
意乐,"['NA', 'lè']"
戴高乐,"['NA', 'NA', 'lè']"
扭扭乐,"['NA', 'NA', 'lè']"
敬业乐群,"['NA', 'NA', 'lè', 'NA']"
新乐,"['NA', 'lè']"
新年快乐,"['NA', 'NA', 'NA', 'lè']"
施乐,"['NA', 'lè']"
昌乐,"['NA', 'lè']"
昌乐县,"['NA', 'lè', 'NA']"
星冰乐,"['NA', 'NA', 'lè']"
